Loadsheet_Number,Total_Pax,Y_Pax,Jump_Pax,Standby_Pax,Male_Pax,Female_Pax,Child_Pax,Infant_Pax,Total_Bags,Total_Bag_Weight_KG,Baggage_Weight_Type,Distribution_Type,Section,Capacity,Distribution
,149,149,0,NULL,92,53,4,0,82,913.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,149,149,0,NULL,92,53,4,0,82,913.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y21
,149,149,0,NULL,92,53,4,0,82,913.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y33
,182,182,0,NULL,136,40,6,0,142,1659.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y35
,182,182,0,NULL,136,40,6,0,142,1659.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,182,182,0,NULL,136,40,6,0,142,1659.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y25
,182,182,0,NULL,136,40,6,0,142,1659.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,182,182,0,NULL,136,40,6,0,142,1659.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y28
,182,182,0,NULL,136,40,6,0,142,1659.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,179,179,0,NULL,98,68,13,4,148,1617.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y32
,179,179,0,NULL,98,68,13,4,148,1617.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,179,179,0,NULL,98,68,13,4,148,1617.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y29
,179,179,0,NULL,98,68,13,4,148,1617.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y24
,179,179,0,NULL,98,68,13,4,148,1617.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,179,179,0,NULL,98,68,13,4,148,1617.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,183,183,0,NULL,120,54,9,1,145,1628.0,ACTUAL,CKI_DISTRIBUTION,0A,Y30,Y25
,183,183,0,NULL,120,54,9,1,145,1628.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y32
,183,183,0,NULL,120,54,9,1,145,1628.0,ACTUAL,CKI_DISTRIBUTION,0C,Y35,Y34
,183,183,0,NULL,120,54,9,1,145,1628.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y35
,183,183,0,NULL,120,54,9,1,145,1628.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y27
,183,183,0,NULL,120,54,9,1,145,1628.0,ACTUAL,CKI_DISTRIBUTION,0F,Y30,Y30
,168,168,0,NULL,80,78,10,3,128,1397.0,ACTUAL,CKI_DISTRIBUTION,0A,Y18,Y14
,168,168,0,NULL,80,78,10,3,128,1397.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y34
,168,168,0,NULL,80,78,10,3,128,1397.0,ACTUAL,CKI_DISTRIBUTION,0C,Y36,Y28
,168,168,0,NULL,80,78,10,3,128,1397.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y32
,168,168,0,NULL,80,78,10,3,128,1397.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,168,168,0,NULL,80,78,10,3,128,1397.0,ACTUAL,CKI_DISTRIBUTION,0F,Y30,Y30
,83,83,0,NULL,56,24,3,3,125,1315.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y23
,83,83,0,NULL,56,24,3,3,125,1315.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y10
,83,83,0,NULL,56,24,3,3,125,1315.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y2
,83,83,0,NULL,56,24,3,3,125,1315.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y18
,83,83,0,NULL,56,24,3,3,125,1315.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y14
,83,83,0,NULL,56,24,3,3,125,1315.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y16
,179,179,0,NULL,98,68,13,4,144,1574.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y32
,179,179,0,NULL,98,68,13,4,144,1574.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,179,179,0,NULL,98,68,13,4,144,1574.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y29
,179,179,0,NULL,98,68,13,4,144,1574.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y24
,179,179,0,NULL,98,68,13,4,144,1574.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,179,179,0,NULL,98,68,13,4,144,1574.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,184,184,0,NULL,121,54,9,1,140,1572.0,ACTUAL,CKI_DISTRIBUTION,0A,Y30,Y25
,184,184,0,NULL,121,54,9,1,140,1572.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y33
,184,184,0,NULL,121,54,9,1,140,1572.0,ACTUAL,CKI_DISTRIBUTION,0C,Y35,Y34
,184,184,0,NULL,121,54,9,1,140,1572.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y34
,184,184,0,NULL,121,54,9,1,140,1572.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y28
,184,184,0,NULL,121,54,9,1,140,1572.0,ACTUAL,CKI_DISTRIBUTION,0F,Y30,Y30
,165,165,0,NULL,108,46,11,4,134,1504.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y6
,165,165,0,NULL,108,46,11,4,134,1504.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y35
,165,165,0,NULL,108,46,11,4,134,1504.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y30
,165,165,0,NULL,108,46,11,4,134,1504.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,165,165,0,NULL,108,46,11,4,134,1504.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,165,165,0,NULL,108,46,11,4,134,1504.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y34
,178,178,0,NULL,97,68,13,4,143,1563.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y32
,178,178,0,NULL,97,68,13,4,143,1563.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,178,178,0,NULL,97,68,13,4,143,1563.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y28
,178,178,0,NULL,97,68,13,4,143,1563.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y24
,178,178,0,NULL,97,68,13,4,143,1563.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,178,178,0,NULL,97,68,13,4,143,1563.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,183,183,0,NULL,137,40,6,0,143,1671.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y35
,183,183,0,NULL,137,40,6,0,143,1671.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,183,183,0,NULL,137,40,6,0,143,1671.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y25
,183,183,0,NULL,137,40,6,0,143,1671.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,183,183,0,NULL,137,40,6,0,143,1671.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,183,183,0,NULL,137,40,6,0,143,1671.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,188,188,0,NULL,107,72,9,3,139,1492.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y36
,188,188,0,NULL,107,72,9,3,139,1492.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,188,188,0,NULL,107,72,9,3,139,1492.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y27
,188,188,0,NULL,107,72,9,3,139,1492.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,188,188,0,NULL,107,72,9,3,139,1492.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,188,188,0,NULL,107,72,9,3,139,1492.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,153,153,0,NULL,93,56,4,0,82,897.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y5
,153,153,0,NULL,93,56,4,0,82,897.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y35
,153,153,0,NULL,93,56,4,0,82,897.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y28
,153,153,0,NULL,93,56,4,0,82,897.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,153,153,0,NULL,93,56,4,0,82,897.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y22
,153,153,0,NULL,93,56,4,0,82,897.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y34
,188,188,0,NULL,107,72,9,3,150,1611.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y36
,188,188,0,NULL,107,72,9,3,150,1611.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,188,188,0,NULL,107,72,9,3,150,1611.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y27
,188,188,0,NULL,107,72,9,3,150,1611.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,188,188,0,NULL,107,72,9,3,150,1611.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,188,188,0,NULL,107,72,9,3,150,1611.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,187,187,0,NULL,107,71,9,3,150,1611.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y36
,187,187,0,NULL,107,71,9,3,150,1611.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,187,187,0,NULL,107,71,9,3,150,1611.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y27
,187,187,0,NULL,107,71,9,3,150,1611.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,187,187,0,NULL,107,71,9,3,150,1611.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,187,187,0,NULL,107,71,9,3,150,1611.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y34
,163,163,0,NULL,113,49,1,0,62,604.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y12
,163,163,0,NULL,113,49,1,0,62,604.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y36
,163,163,0,NULL,113,49,1,0,62,604.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y26
,163,163,0,NULL,113,49,1,0,62,604.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,163,163,0,NULL,113,49,1,0,62,604.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y27
,163,163,0,NULL,113,49,1,0,62,604.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y33
,164,164,0,NULL,78,76,10,3,113,1233.0,ACTUAL,CKI_DISTRIBUTION,0A,Y18,Y13
,164,164,0,NULL,78,76,10,3,113,1233.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y34
,164,164,0,NULL,78,76,10,3,113,1233.0,ACTUAL,CKI_DISTRIBUTION,0C,Y36,Y28
,164,164,0,NULL,78,76,10,3,113,1233.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y29
,164,164,0,NULL,78,76,10,3,113,1233.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,164,164,0,NULL,78,76,10,3,113,1233.0,ACTUAL,CKI_DISTRIBUTION,0F,Y30,Y30
,151,151,0,NULL,92,55,4,0,95,1039.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y5
,151,151,0,NULL,92,55,4,0,95,1039.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y34
,151,151,0,NULL,92,55,4,0,95,1039.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y28
,151,151,0,NULL,92,55,4,0,95,1039.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y28
,151,151,0,NULL,92,55,4,0,95,1039.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y22
,151,151,0,NULL,92,55,4,0,95,1039.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y34
,169,169,0,NULL,112,46,11,4,131,1471.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y7
,169,169,0,NULL,112,46,11,4,131,1471.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y36
,169,169,0,NULL,112,46,11,4,131,1471.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y30
,169,169,0,NULL,112,46,11,4,131,1471.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,169,169,0,NULL,112,46,11,4,131,1471.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,169,169,0,NULL,112,46,11,4,131,1471.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,169,169,0,NULL,112,46,11,4,131,1471.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y7
,169,169,0,NULL,112,46,11,4,131,1471.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y36
,169,169,0,NULL,112,46,11,4,131,1471.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y30
,169,169,0,NULL,112,46,11,4,131,1471.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,169,169,0,NULL,112,46,11,4,131,1471.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,169,169,0,NULL,112,46,11,4,131,1471.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,182,182,0,NULL,136,40,6,0,143,1671.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y35
,182,182,0,NULL,136,40,6,0,143,1671.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y29
,182,182,0,NULL,136,40,6,0,143,1671.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y25
,182,182,0,NULL,136,40,6,0,143,1671.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,182,182,0,NULL,136,40,6,0,143,1671.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,182,182,0,NULL,136,40,6,0,143,1671.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,179,179,0,NULL,89,76,14,2,100,1021.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y31
,179,179,0,NULL,89,76,14,2,100,1021.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y28
,179,179,0,NULL,89,76,14,2,100,1021.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y27
,179,179,0,NULL,89,76,14,2,100,1021.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y28
,179,179,0,NULL,89,76,14,2,100,1021.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,179,179,0,NULL,89,76,14,2,100,1021.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,185,185,0,NULL,111,63,11,4,150,1758.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y35
,185,185,0,NULL,111,63,11,4,150,1758.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y28
,185,185,0,NULL,111,63,11,4,150,1758.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y27
,185,185,0,NULL,111,63,11,4,150,1758.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,185,185,0,NULL,111,63,11,4,150,1758.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,185,185,0,NULL,111,63,11,4,150,1758.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,182,182,0,NULL,119,54,9,1,143,1606.0,ACTUAL,CKI_DISTRIBUTION,0A,Y30,Y25
,182,182,0,NULL,119,54,9,1,143,1606.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y32
,182,182,0,NULL,119,54,9,1,143,1606.0,ACTUAL,CKI_DISTRIBUTION,0C,Y35,Y33
,182,182,0,NULL,119,54,9,1,143,1606.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y34
,182,182,0,NULL,119,54,9,1,143,1606.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y28
,182,182,0,NULL,119,54,9,1,143,1606.0,ACTUAL,CKI_DISTRIBUTION,0F,Y30,Y30
,130,130,0,NULL,87,42,1,0,113,1343.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y29
,130,130,0,NULL,87,42,1,0,113,1343.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y12
,130,130,0,NULL,87,42,1,0,113,1343.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y12
,130,130,0,NULL,87,42,1,0,113,1343.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y23
,130,130,0,NULL,87,42,1,0,113,1343.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y25
,130,130,0,NULL,87,42,1,0,113,1343.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y29
,130,130,0,NULL,87,42,1,0,113,1343.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y29
,130,130,0,NULL,87,42,1,0,113,1343.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y12
,130,130,0,NULL,87,42,1,0,113,1343.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y12
,130,130,0,NULL,87,42,1,0,113,1343.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y23
,130,130,0,NULL,87,42,1,0,113,1343.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y25
,130,130,0,NULL,87,42,1,0,113,1343.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y29
,188,188,0,NULL,114,63,11,4,119,1394.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y35
,188,188,0,NULL,114,63,11,4,119,1394.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,188,188,0,NULL,114,63,11,4,119,1394.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y27
,188,188,0,NULL,114,63,11,4,119,1394.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,188,188,0,NULL,114,63,11,4,119,1394.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,188,188,0,NULL,114,63,11,4,119,1394.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,156,156,0,NULL,113,39,4,1,153,1699.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y11
,156,156,0,NULL,113,39,4,1,153,1699.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y34
,156,156,0,NULL,113,39,4,1,153,1699.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y26
,156,156,0,NULL,113,39,4,1,153,1699.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y26
,156,156,0,NULL,113,39,4,1,153,1699.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y26
,156,156,0,NULL,113,39,4,1,153,1699.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y33
,185,185,0,NULL,132,47,6,4,158,1742.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y33
,185,185,0,NULL,132,47,6,4,158,1742.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,185,185,0,NULL,132,47,6,4,158,1742.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y26
,185,185,0,NULL,132,47,6,4,158,1742.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,185,185,0,NULL,132,47,6,4,158,1742.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,185,185,0,NULL,132,47,6,4,158,1742.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,185,185,0,NULL,132,47,6,4,186,2051.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y33
,185,185,0,NULL,132,47,6,4,186,2051.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,185,185,0,NULL,132,47,6,4,186,2051.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y26
,185,185,0,NULL,132,47,6,4,186,2051.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,185,185,0,NULL,132,47,6,4,186,2051.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,185,185,0,NULL,132,47,6,4,186,2051.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,186,186,0,NULL,133,47,6,4,145,1599.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y33
,186,186,0,NULL,133,47,6,4,145,1599.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,186,186,0,NULL,133,47,6,4,145,1599.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y27
,186,186,0,NULL,133,47,6,4,145,1599.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,186,186,0,NULL,133,47,6,4,145,1599.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,186,186,0,NULL,133,47,6,4,145,1599.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,186,186,0,NULL,133,47,6,4,145,1599.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y33
,186,186,0,NULL,133,47,6,4,145,1599.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,186,186,0,NULL,133,47,6,4,145,1599.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y27
,186,186,0,NULL,133,47,6,4,145,1599.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,186,186,0,NULL,133,47,6,4,145,1599.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,186,186,0,NULL,133,47,6,4,145,1599.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,186,186,0,NULL,133,47,6,4,145,1592.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y33
,186,186,0,NULL,133,47,6,4,145,1592.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,186,186,0,NULL,133,47,6,4,145,1592.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y27
,186,186,0,NULL,133,47,6,4,145,1592.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,186,186,0,NULL,133,47,6,4,145,1592.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,186,186,0,NULL,133,47,6,4,145,1592.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,188,188,0,NULL,134,47,7,4,146,1595.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y33
,188,188,0,NULL,134,47,7,4,146,1595.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,188,188,0,NULL,134,47,7,4,146,1595.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y29
,188,188,0,NULL,134,47,7,4,146,1595.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,188,188,0,NULL,134,47,7,4,146,1595.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,188,188,0,NULL,134,47,7,4,146,1595.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,95,95,0,NULL,61,29,5,3,79,833.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y24
,95,95,0,NULL,61,29,5,3,79,833.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y12
,95,95,0,NULL,61,29,5,3,79,833.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y3
,95,95,0,NULL,61,29,5,3,79,833.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y16
,95,95,0,NULL,61,29,5,3,79,833.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y18
,95,95,0,NULL,61,29,5,3,79,833.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y22
,188,188,0,NULL,96,78,14,2,108,1103.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y33
,188,188,0,NULL,96,78,14,2,108,1103.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,188,188,0,NULL,96,78,14,2,108,1103.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y29
,188,188,0,NULL,96,78,14,2,108,1103.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,188,188,0,NULL,96,78,14,2,108,1103.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,188,188,0,NULL,96,78,14,2,108,1103.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,189,189,0,NULL,134,48,7,4,146,1595.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y33
,189,189,0,NULL,134,48,7,4,146,1595.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,189,189,0,NULL,134,48,7,4,146,1595.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y30
,189,189,0,NULL,134,48,7,4,146,1595.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,189,189,0,NULL,134,48,7,4,146,1595.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,189,189,0,NULL,134,48,7,4,146,1595.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,130,130,0,NULL,87,42,1,0,98,1165.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y29
,130,130,0,NULL,87,42,1,0,98,1165.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y12
,130,130,0,NULL,87,42,1,0,98,1165.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y12
,130,130,0,NULL,87,42,1,0,98,1165.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y23
,130,130,0,NULL,87,42,1,0,98,1165.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y25
,130,130,0,NULL,87,42,1,0,98,1165.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y29
,189,189,0,NULL,134,48,7,4,149,1628.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y33
,189,189,0,NULL,134,48,7,4,149,1628.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,189,189,0,NULL,134,48,7,4,149,1628.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y30
,189,189,0,NULL,134,48,7,4,149,1628.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,189,189,0,NULL,134,48,7,4,149,1628.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,189,189,0,NULL,134,48,7,4,149,1628.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,170,170,0,NULL,124,42,4,1,153,1727.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y12
,170,170,0,NULL,124,42,4,1,153,1727.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y36
,170,170,0,NULL,124,42,4,1,153,1727.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y28
,170,170,0,NULL,124,42,4,1,153,1727.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,170,170,0,NULL,124,42,4,1,153,1727.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,170,170,0,NULL,124,42,4,1,153,1727.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,183,183,0,NULL,94,80,9,1,128,1385.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y31
,183,183,0,NULL,94,80,9,1,128,1385.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
