Loadsheet_Number,Total_Pax,Y_Pax,Jump_Pax,Standby_Pax,Male_Pax,Female_Pax,Child_Pax,Infant_Pax,Total_Bags,Total_Bag_Weight_KG,Baggage_Weight_Type,Distribution_Type,Section,Capacity,Distribution
,173,173,0,NULL,93,71,9,2,141,1598.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y27
,173,173,0,NULL,93,71,9,2,141,1598.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y25
,173,173,0,NULL,93,71,9,2,141,1598.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,173,173,0,NULL,93,71,9,2,141,1598.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,173,173,0,NULL,93,71,9,2,141,1598.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y31
,136,136,0,NULL,87,42,7,6,77,932.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y27
,136,136,0,NULL,87,42,7,6,77,932.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y18
,136,136,0,NULL,87,42,7,6,77,932.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y18
,136,136,0,NULL,87,42,7,6,77,932.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y23
,136,136,0,NULL,87,42,7,6,77,932.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y23
,136,136,0,NULL,87,42,7,6,77,932.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y27
,189,189,0,NULL,107,65,17,3,136,1610.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y36
,189,189,0,NULL,107,65,17,3,136,1610.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,189,189,0,NULL,107,65,17,3,136,1610.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y27
,189,189,0,NULL,107,65,17,3,136,1610.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,189,189,0,NULL,107,65,17,3,136,1610.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,189,189,0,NULL,107,65,17,3,136,1610.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,188,188,0,NULL,106,65,17,3,139,1646.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y36
,188,188,0,NULL,106,65,17,3,139,1646.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,188,188,0,NULL,106,65,17,3,139,1646.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y27
,188,188,0,NULL,106,65,17,3,139,1646.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,188,188,0,NULL,106,65,17,3,139,1646.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,188,188,0,NULL,106,65,17,3,139,1646.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,174,174,0,NULL,99,67,8,1,80,1180.0,STANDARD,CKI_DISTRIBUTION,0A,Y12,Y12
,174,174,0,NULL,99,67,8,1,80,1180.0,STANDARD,CKI_DISTRIBUTION,0B,Y36,Y36
,174,174,0,NULL,99,67,8,1,80,1180.0,STANDARD,CKI_DISTRIBUTION,0C,Y30,Y30
,174,174,0,NULL,99,67,8,1,80,1180.0,STANDARD,CKI_DISTRIBUTION,0D,Y30,Y30
,174,174,0,NULL,99,67,8,1,80,1180.0,STANDARD,CKI_DISTRIBUTION,0E,Y30,Y30
,174,174,0,NULL,99,67,8,1,80,1180.0,STANDARD,CKI_DISTRIBUTION,0F,Y36,Y36
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y31
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y27
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y25
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y33
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y31
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y27
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y25
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y33
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y31
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y27
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y25
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y33
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y31
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y27
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y25
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y33
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y31
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y27
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y25
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y33
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y31
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y27
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y25
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y33
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y31
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y27
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y25
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y33
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y31
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y27
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y25
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y33
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y31
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y27
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y25
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,175,175,0,NULL,93,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y33
,178,178,0,NULL,96,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y32
,178,178,0,NULL,96,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y27
,178,178,0,NULL,96,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y25
,178,178,0,NULL,96,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,178,178,0,NULL,96,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,178,178,0,NULL,96,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,178,178,0,NULL,96,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y32
,178,178,0,NULL,96,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y27
,178,178,0,NULL,96,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y25
,178,178,0,NULL,96,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,178,178,0,NULL,96,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,178,178,0,NULL,96,73,9,2,150,1700.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,144,144,0,NULL,94,43,7,6,91,1107.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y27
,144,144,0,NULL,94,43,7,6,91,1107.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y18
,144,144,0,NULL,94,43,7,6,91,1107.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y20
,144,144,0,NULL,94,43,7,6,91,1107.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y23
,144,144,0,NULL,94,43,7,6,91,1107.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y25
,144,144,0,NULL,94,43,7,6,91,1107.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y31
,176,176,0,NULL,118,55,3,0,164,1778.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y34
,176,176,0,NULL,118,55,3,0,164,1778.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y28
,176,176,0,NULL,118,55,3,0,164,1778.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y21
,176,176,0,NULL,118,55,3,0,164,1778.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,176,176,0,NULL,118,55,3,0,164,1778.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,176,176,0,NULL,118,55,3,0,164,1778.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y34
,168,168,0,NULL,104,60,4,0,89,930.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y30
,168,168,0,NULL,104,60,4,0,89,930.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y24
,168,168,0,NULL,104,60,4,0,89,930.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y25
,168,168,0,NULL,104,60,4,0,89,930.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y26
,168,168,0,NULL,104,60,4,0,89,930.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,168,168,0,NULL,104,60,4,0,89,930.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y33
,161,161,0,NULL,82,72,7,1,114,1236.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y11
,161,161,0,NULL,82,72,7,1,114,1236.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y32
,161,161,0,NULL,82,72,7,1,114,1236.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y30
,161,161,0,NULL,82,72,7,1,114,1236.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,161,161,0,NULL,82,72,7,1,114,1236.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y24
,161,161,0,NULL,82,72,7,1,114,1236.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y34
,145,145,0,NULL,95,43,7,6,92,1106.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y27
,145,145,0,NULL,95,43,7,6,92,1106.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y18
,145,145,0,NULL,95,43,7,6,92,1106.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y20
,145,145,0,NULL,95,43,7,6,92,1106.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y23
,145,145,0,NULL,95,43,7,6,92,1106.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y26
,145,145,0,NULL,95,43,7,6,92,1106.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y31
,180,180,0,NULL,121,56,3,1,166,1800.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y34
,180,180,0,NULL,121,56,3,1,166,1800.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,180,180,0,NULL,121,56,3,1,166,1800.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y21
,180,180,0,NULL,121,56,3,1,166,1800.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,180,180,0,NULL,121,56,3,1,166,1800.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,180,180,0,NULL,121,56,3,1,166,1800.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,167,167,0,NULL,99,57,11,5,153,1778.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y10
,167,167,0,NULL,99,57,11,5,153,1778.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y35
,167,167,0,NULL,99,57,11,5,153,1778.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y28
,167,167,0,NULL,99,57,11,5,153,1778.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,167,167,0,NULL,99,57,11,5,153,1778.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,167,167,0,NULL,99,57,11,5,153,1778.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,174,174,0,NULL,107,58,9,2,145,1719.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y32
,174,174,0,NULL,107,58,9,2,145,1719.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,174,174,0,NULL,107,58,9,2,145,1719.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y22
,174,174,0,NULL,107,58,9,2,145,1719.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,174,174,0,NULL,107,58,9,2,145,1719.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,174,174,0,NULL,107,58,9,2,145,1719.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y32
,184,184,0,NULL,86,88,10,0,126,1345.0,ACTUAL,CKI_DISTRIBUTION,0A,Y18,Y18
,184,184,0,NULL,86,88,10,0,126,1345.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y36
,184,184,0,NULL,86,88,10,0,126,1345.0,ACTUAL,CKI_DISTRIBUTION,0C,Y36,Y36
,184,184,0,NULL,86,88,10,0,126,1345.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y35
,184,184,0,NULL,86,88,10,0,126,1345.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,184,184,0,NULL,86,88,10,0,126,1345.0,ACTUAL,CKI_DISTRIBUTION,0F,Y30,Y29
,116,116,0,NULL,89,25,2,1,108,928.0,ACTUAL,CKI_DISTRIBUTION,0A,Y30,Y21
,116,116,0,NULL,89,25,2,1,108,928.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y25
,116,116,0,NULL,89,25,2,1,108,928.0,ACTUAL,CKI_DISTRIBUTION,0C,Y35,Y14
,116,116,0,NULL,89,25,2,1,108,928.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y18
,116,116,0,NULL,89,25,2,1,108,928.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y17
,116,116,0,NULL,89,25,2,1,108,928.0,ACTUAL,CKI_DISTRIBUTION,0F,Y30,Y21
,177,177,0,NULL,112,57,8,2,100,1500.0,STANDARD,CKI_DISTRIBUTION,0A,Y33,Y29
,177,177,0,NULL,112,57,8,2,100,1500.0,STANDARD,CKI_DISTRIBUTION,0B,Y30,Y30
,177,177,0,NULL,112,57,8,2,100,1500.0,STANDARD,CKI_DISTRIBUTION,0C,Y30,Y24
,177,177,0,NULL,112,57,8,2,100,1500.0,STANDARD,CKI_DISTRIBUTION,0D,Y30,Y30
,177,177,0,NULL,112,57,8,2,100,1500.0,STANDARD,CKI_DISTRIBUTION,0E,Y30,Y29
,177,177,0,NULL,112,57,8,2,100,1500.0,STANDARD,CKI_DISTRIBUTION,0F,Y36,Y35
,121,121,0,NULL,93,26,2,1,146,1253.0,ACTUAL,CKI_DISTRIBUTION,0A,Y30,Y21
,121,121,0,NULL,93,26,2,1,146,1253.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y25
,121,121,0,NULL,93,26,2,1,146,1253.0,ACTUAL,CKI_DISTRIBUTION,0C,Y35,Y14
,121,121,0,NULL,93,26,2,1,146,1253.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y19
,121,121,0,NULL,93,26,2,1,146,1253.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y19
,121,121,0,NULL,93,26,2,1,146,1253.0,ACTUAL,CKI_DISTRIBUTION,0F,Y30,Y23
,180,180,0,NULL,121,56,3,1,152,1648.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y34
,180,180,0,NULL,121,56,3,1,152,1648.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,180,180,0,NULL,121,56,3,1,152,1648.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y21
,180,180,0,NULL,121,56,3,1,152,1648.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,180,180,0,NULL,121,56,3,1,152,1648.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,180,180,0,NULL,121,56,3,1,152,1648.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,180,180,0,NULL,121,56,3,1,152,1648.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y34
,180,180,0,NULL,121,56,3,1,152,1648.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,180,180,0,NULL,121,56,3,1,152,1648.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y21
,180,180,0,NULL,121,56,3,1,152,1648.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,180,180,0,NULL,121,56,3,1,152,1648.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,180,180,0,NULL,121,56,3,1,152,1648.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,183,183,0,NULL,85,88,10,0,131,1399.0,ACTUAL,CKI_DISTRIBUTION,0A,Y18,Y18
,183,183,0,NULL,85,88,10,0,131,1399.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y36
,183,183,0,NULL,85,88,10,0,131,1399.0,ACTUAL,CKI_DISTRIBUTION,0C,Y36,Y36
,183,183,0,NULL,85,88,10,0,131,1399.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y35
,183,183,0,NULL,85,88,10,0,131,1399.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,183,183,0,NULL,85,88,10,0,131,1399.0,ACTUAL,CKI_DISTRIBUTION,0F,Y30,Y28
,141,141,0,NULL,79,49,13,3,110,1172.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y28
,141,141,0,NULL,79,49,13,3,110,1172.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y21
,141,141,0,NULL,79,49,13,3,110,1172.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y12
,141,141,0,NULL,79,49,13,3,110,1172.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y26
,141,141,0,NULL,79,49,13,3,110,1172.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y25
,141,141,0,NULL,79,49,13,3,110,1172.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y29
,175,175,0,NULL,108,58,9,2,175,2078.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y32
,175,175,0,NULL,108,58,9,2,175,2078.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,175,175,0,NULL,108,58,9,2,175,2078.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y22
,175,175,0,NULL,108,58,9,2,175,2078.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,175,175,0,NULL,108,58,9,2,175,2078.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,175,175,0,NULL,108,58,9,2,175,2078.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y32
,168,168,0,NULL,88,73,7,1,125,1369.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y12
,168,168,0,NULL,88,73,7,1,125,1369.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y35
,168,168,0,NULL,88,73,7,1,125,1369.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y30
,168,168,0,NULL,88,73,7,1,125,1369.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,168,168,0,NULL,88,73,7,1,125,1369.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y27
,168,168,0,NULL,88,73,7,1,125,1369.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y34
,145,145,0,NULL,108,34,3,1,150,1315.0,ACTUAL,CKI_DISTRIBUTION,0A,Y30,Y26
,145,145,0,NULL,108,34,3,1,150,1315.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y29
,145,145,0,NULL,108,34,3,1,150,1315.0,ACTUAL,CKI_DISTRIBUTION,0C,Y35,Y20
,145,145,0,NULL,108,34,3,1,150,1315.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y22
,145,145,0,NULL,108,34,3,1,150,1315.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y22
,145,145,0,NULL,108,34,3,1,150,1315.0,ACTUAL,CKI_DISTRIBUTION,0F,Y30,Y26
,166,166,0,NULL,98,57,11,5,150,1743.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y10
,166,166,0,NULL,98,57,11,5,150,1743.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y34
,166,166,0,NULL,98,57,11,5,150,1743.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y28
,166,166,0,NULL,98,57,11,5,150,1743.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,166,166,0,NULL,98,57,11,5,150,1743.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,166,166,0,NULL,98,57,11,5,150,1743.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,182,182,0,NULL,117,57,8,2,129,1429.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y32
,182,182,0,NULL,117,57,8,2,129,1429.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,182,182,0,NULL,117,57,8,2,129,1429.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y25
,182,182,0,NULL,117,57,8,2,129,1429.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,182,182,0,NULL,117,57,8,2,129,1429.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,182,182,0,NULL,117,57,8,2,129,1429.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,175,175,0,NULL,108,58,9,2,122,1449.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y32
,175,175,0,NULL,108,58,9,2,122,1449.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,175,175,0,NULL,108,58,9,2,122,1449.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y22
,175,175,0,NULL,108,58,9,2,122,1449.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,175,175,0,NULL,108,58,9,2,122,1449.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,175,175,0,NULL,108,58,9,2,122,1449.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y32
,171,171,0,NULL,91,75,5,2,143,1530.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y29
,171,171,0,NULL,91,75,5,2,143,1530.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y28
,171,171,0,NULL,91,75,5,2,143,1530.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y29
,171,171,0,NULL,91,75,5,2,143,1530.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,171,171,0,NULL,91,75,5,2,143,1530.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,171,171,0,NULL,91,75,5,2,143,1530.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y26
,166,166,0,NULL,107,48,11,2,127,1170.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y25
,166,166,0,NULL,107,48,11,2,127,1170.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y25
,166,166,0,NULL,107,48,11,2,127,1170.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y28
,166,166,0,NULL,107,48,11,2,127,1170.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,166,166,0,NULL,107,48,11,2,127,1170.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y27
,166,166,0,NULL,107,48,11,2,127,1170.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y32
